question,question_sent_count,question_tok_count,label,question_modality_strong,question_modality_weak,question_uncertainty,question_positive,question_negative,VOLA_PRIOR,VIX,SIZE,INDUSTRY,BTM,SUE,date,ticker
Okay And was that always envisioned in the plan like so that spending now does n't affect the guide for {DATE},2,21,1,0.047619047619047616,0.0,0.0,0.0,0.0,1.540442105,23.05,6238.48128,6,0.073405455,5.59616,2008-Jul-22,WAT
To follow up as we look to the big enterprise quarter in how do you feel about the pipeline coming in to {DATE} versus {DATE},1,25,1,0.0,0.0,0.0,0.0,0.0,1.540442105,23.05,6238.48128,6,0.073405455,5.59616,2008-Jul-22,WAT
I 'm sorry just to be clear So the contract terms you had on the waste fee power fees renewables none of that 's changed It 's just the ability to get it into commercialization And I guess it 's {DATE} behind Is that an indictment of the technology or is there some other issue at work,5,57,1,0.0,0.0,0.0,0.0,0.017543859649122806,4.499445931,23.05,11986.3833,11,0.806189327,6.10082,2008-Jul-22,STI
Sure Sorry Was wondering what your thought is in terms of pricing strategy going forward In the past you 've talked a lot about how you 're not going to sacrifice pricing or margins enough just to capture volume Was wondering if you would in this environment where you see orders coming down and certainly look at what 's happening in the market {DATE} if it does n't improve for awhile do you think what do you think about promotion and more activity in order to stem some of the volume decline,5,92,1,0.0,0.0,0.0,0.010869565217391304,0.021739130434782608,2.704057167,23.05,736.44709,11,0.34637766299999995,0.99908,2008-Jul-22,CNC
And then finally you did n't really comment at all on promotional financing and the overall contribution of the credit card business Can you comment on that at all,2,29,1,0.0,0.0,0.0,0.0,0.0,2.202566313,23.05,9688.80856,12,0.112737889,3.5846400000000003,2008-Jul-22,CHRW
And secondly you guys have pretty good loyalty card data If you look at where you 're getting your comp store growth from you sort of have a couple of buckets here the primary shopper 's buying more secondary maybe transitioning more to primary and then maybe a third bucket being totally new customers What do you is the bulk of it coming from primary spending more with you more share or are you picking up in the other {CARDINAL} areas as well,3,83,1,0.0,0.024096385542168676,0.024096385542168676,0.012048192771084338,0.0,1.998499527,23.05,20648.3604,10,1.002187439,1.27103,2008-Jul-22,BSX
Are you expecting any pop in terms of business opportunities with the {DATE} European Football Championships Will that help business to some degree,2,23,1,0.0,0.0,0.0,0.043478260869565216,0.0,1.998499527,23.05,20648.3604,10,1.002187439,1.27103,2008-Jul-22,BSX
Okay and then a quick follow up for John You 've nearly exhausted the amount of share repurchases that you 've indicated that you were going to do {DATE} How should we think about the back {CARDINAL} especially with the stock trading at the valuation that it is right now,3,50,1,0.0,0.02,0.02,0.0,0.0,2.171705024,23.05,19403.4799,10,0.359766036,2.46901,2008-Jul-22,BIIB
Maybe just one from me Doug going back to pharma when you think about your view there and what you are seeing out of those accounts does the growth outlook at this point include anything in the way of expectations for a budget flush in I guess to the extent you have a feel what 's the general thinking in terms of end of the year spending there,3,68,1,0.0,0.014705882352941176,0.014705882352941176,0.0,0.0,2.171705024,23.05,19403.4799,10,0.359766036,2.46901,2008-Jul-22,BIIB
Thanks and just {CARDINAL} last question Are you also considering paying down your wholesale debt with the excess cash you have on here or is that {CARDINAL} of your latter options,2,31,1,0.0,0.0,0.0,0.0,0.03225806451612903,1.832991755,23.05,4817.20044,3,0.380507169,1.26025,2008-Jul-22,AVY
Right Then just trying to get a sense for your guidance here Obviously you did mention several deals slipping Would you say that embeds like {CARDINAL} of the deals getting done in {DATE} Or is that a higher percentage Some thoughts around the guidance there,6,45,1,0.0,0.0,0.0,0.0,0.0,1.832991755,23.05,4817.20044,3,0.380507169,1.26025,2008-Jul-22,AVY
All right And just in terms of the timing of Easter {DATE} you have some seasonal product sales Are you expecting any impact from the timing of Easter {DATE} on your business,3,32,1,0.0,0.0,0.0,0.0,0.0,1.832991755,23.05,4817.20044,3,0.380507169,1.26025,2008-Jul-22,AVY
Because of all the dilution where is fully diluted account right now for you,1,14,1,0.0,0.0,0.0,0.0,0.0,1.832991755,23.05,4817.20044,3,0.380507169,1.26025,2008-Jul-22,AVY
Okay And payroll and payments it does n't look like it gets much or it really is n't affected much by the economy,2,23,1,0.0,0.0,0.0,0.0,0.0,1.428439283,23.05,10004.4178,10,0.344279764,2.64647,2008-Jul-22,DGX
Okay Would you give us that guidance {DATE} perhaps in terms of the specific contribution from there,2,17,1,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,2.104903371,23.05,4803.9785200000015,6,0.12541032400000002,3.03068,2008-Jul-22,ILMN
Okay Thank you And then if we look at the new footprints obviously that was very good in {DATE} If we ex out the UAE contract would that have been more in line in terms of the percentage of bookings with respect to new footprints,4,45,1,0.0,0.0,0.0,0.022222222222222223,0.0,6.250016372999999,23.05,7733.1267,11,0.683696966,10.65095,2008-Jul-22,FITB
Okay On the other hand the number of new customers taking on maintenance has continued to slow {DATE} round The number of new signings has {CARDINAL} of {DATE} average So that would seems to be some indication of obviously weakness in the new license businesses but do you think that number of new signings new subscribers is going to continue to tail off significantly from here,4,66,1,0.0,0.0,0.015151515151515152,0.0,0.030303030303030304,1.827022224,23.05,3573.80325,10,0.320779521,1.85061,2008-Jul-22,EW
Okay That 's helpful With regards to the touch area you 've talked about inductive touch You 've talked about the touchscreens with the Hampshire Company How are you thinking in terms of as a percentage of overall growth that you 're getting from touch the inductive piece and the touchscreen Are those small or are those going to contribute in a major way to the overall touch growth,6,69,1,0.0,0.0,0.0,0.0,0.0,4.974203088,23.05,1959.90035,11,1.7290587469999998,1.78965,2008-Jul-22,ETFC
Okay And then {CARDINAL} more just on Tektronix How is the business from a profitability perspective running relative to where you ended {DATE},3,23,1,0.0,0.0,0.0,0.043478260869565216,0.0,1.797633852,21.18,28791.10815,5,0.20988360600000006,1.3514,2008-Jul-23,PX
And can you just comment on where and what where you 're shipping to and how that those how you expect that market to transpire,1,25,1,0.0,0.0,0.0,0.0,0.0,2.176403723,21.18,2782.89444,9,0.433321343,0.22631,2008-Jul-23,ORLY
I guess sharp declines in test and measurements opens the door That could rebound quite quickly How did the book to build ratios look in that those businesses,3,28,1,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,2.26330435,21.18,24683.34595,12,0.844562849,5.85289,2008-Jul-23,NSC
Do you have maybe a percentage or a dollar value,1,10,1,0.0,0.1,0.1,0.0,0.0,1.89524628,21.18,3728.99968,12,0.230246776,6.7217,2008-Jul-23,RHI
Okay And then just in the I guess BD Medical business are you seeing any incremental pricing pressure or pressure on mix Some companies have talked about obviously times getting a little bit tougher on the hospital side Any shift back in terms of maybe not moving to a non safety device but maybe moving from a third Gen to a second Gen,4,63,1,0.0,0.031746031746031744,0.031746031746031744,0.0,0.0,2.547588159,21.18,5119.90505,2,0.630411936,1.01708,2008-Jul-23,WHR
Just as a follow up on that in terms of the capacity buying that you 're seeing is it distributed among a number of customers or is it concentrated between {CARDINAL} or {CARDINAL} customers,1,34,1,0.0,0.0,0.0,0.0,0.0,2.547588159,21.18,5119.90505,2,0.630411936,1.01708,2008-Jul-23,WHR
Okay so it continues to be the situation that the OEM compressor makers really are n't providing the most efficient machine that they could provide and you come along and make it that way Right,2,35,1,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,2.021817831,21.18,27006.03598,11,0.7871353440000001,0.5092399999999999,2008-Jul-23,TRV
This is actually Patrick in for Bhavan Congrats on {DATE} and just a couple of quick questions for you We had heard of a reduction in partners within the European region Is that the case And if so could you provide a little bit more color on that,5,48,1,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,2.021817831,21.18,27006.03598,11,0.7871353440000001,0.5092399999999999,2008-Jul-23,TRV
I apologize if you mentioned this but are you guys still targeting a constant revenues ratio {PERCENT},2,17,1,0.0,0.0,0.0,0.0,0.0,2.057490183,21.18,5809.98315,1,0.08649495800000001,0.78562,2008-Jul-23,HSY
Okay okay Then you also noted that you are gaining some traction with the larger builders Can you talk about maybe how you are achieving these gains And some of maybe in terms of the pricing are you seeing a lot of price sensitivity with these guys or how things are going there,4,53,1,0.0,0.03773584905660377,0.03773584905660377,0.05660377358490566,0.0,1.340569024,21.18,68147.58312000001,9,0.23657997100000006,7.091589999999999,2008-Jul-23,MCD
If I can fit {CARDINAL} other in You 've I 'm sure noticed that {CARDINAL} of your competitors had a pretty sizable engine strategy shift And I was wondering if you would expect any near term share gains or any other impact on just general market conditions because of that,3,50,1,0.0,0.0,0.0,0.02,0.0,2.377693668,21.18,11955.636,11,0.334396587,0.34915,2008-Jul-23,BXP
Okay and then just to clarify what I think I just heard you say the starting point philosophy on share repurchases to cover what will be issued in shares as comp,1,31,1,0.0,0.0,0.0,0.0,0.0,1.149017003,21.18,9142.41893,10,0.196691829,3.31581,2008-Jul-23,BCR
So the last part that you just said there is the chance or you are looking into ways that perhaps the amounts above the {MONEY} could also be utilized beyond just international,1,32,1,0.0,0.0625,0.0625,0.0,0.0,2.7254662410000003,21.18,28949.85037,6,0.031060059,6.04537,2008-Jul-23,AMZN
{CARDINAL} quick ones First Matt you addressed the extra investment income from the acceleration on the mark on that sale The other property income that was {MONEY} was up considerably from the historic run rate Was there anything what was in there Was there {CARDINAL} time ish stuff or is that a new run rate for {DATE},5,57,1,0.0,0.0,0.0,0.0,0.0,1.80641344,21.18,15473.00808,9,0.421949072,3.5568699999999995,2008-Jul-23,MCK
Yes the M&A pipeline and given potential assets on the plastic side and the interest can you discuss your interest in those,1,22,1,0.0,0.0,0.0,0.0,0.0,1.502437552,21.18,55484.73374,8,0.281924556,3.65536,2008-Jul-23,EXC
Okay so probably some obviously nonrecurring things but it may be at least underlined there is some recurring things from your past investments I guess is that safe to say,4,30,1,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,2.23652669,21.18,3355.495,7,0.227425412,1.0306799999999998,2008-Jul-23,EQIX
Okay so you still have the comfort and the visibility to think that organic growth will further accelerate in {DATE},1,20,1,0.0,0.0,0.0,0.0,0.0,2.23652669,21.18,3355.495,7,0.227425412,1.0306799999999998,2008-Jul-23,EQIX
Question on Enbrel So I 'm looking at the math on slide {CARDINAL} and it seems to make some sense with respect to price making up the difference when you factor in inventory and units but just want to clarify Do you see and is it also possible that a {DATE} driver could be changes in rebates and discounts Is that a measurable impact at {DATE} especially {DATE},4,68,1,0.0,0.029411764705882353,0.04411764705882353,0.0,0.014705882352941176,2.75018733,21.31,9382.4852,11,0.553135354,0.4966100000000001,2008-Jul-24,IVZ
And as a follow up to that to what degree are you still doing reviews with your customers And is that are you still getting a top line benefit like it probably is not what you were getting but some kind of benefit from that process,2,46,1,0.0,0.0,0.021739130434782608,0.043478260869565216,0.0,1.217204555,21.31,7974.645,10,0.2662387,0.03991,2008-Jul-24,LH
Okay Thank you And then just a follow up question I know that you 've also stated a desire to be disciplined on the acquisition side Specifically in the security area are you beginning to see some of the valuations perhaps become a bit more reasonable,5,46,1,0.0,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,1.217204555,21.31,7974.645,10,0.2662387,0.03991,2008-Jul-24,LH
Larry mentioned at {DATE} the pace of acquisitions would pick up in a tougher environment Are you thinking about doing a blend of smaller transactions or are you still keeping in mind larger transactions as the environment gets tougher into {CARDINAL},2,41,1,0.0,0.0,0.0,0.0,0.0,3.036939056,21.31,6850.896,4,0.676885475,0.7466,2008-Jul-24,NFX
Good {TIME} It 's actually Rob Hansen on for Nishu Just on the mortgage business in the release you mentioned that you had a positive shift in the mix of mortgage loans towards more profitable agency backed products I just wanted to see if you could provide some color on this Is there a significant difference in the profitability between FHA and conforming or am I just could you give some color on that,5,74,1,0.0,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.0,3.036939056,21.31,6850.896,4,0.676885475,0.7466,2008-Jul-24,NFX
If we look at that impairment of {MONEY} could you give a little bit of color on that talk about was it some of the PUDs that were impaired or was it more of a tail,1,36,1,0.0,0.027777777777777776,0.027777777777777776,0.0,0.05555555555555555,2.311804457,21.31,5792.2638,6,0.175304187,0.08693,2008-Jul-24,MCHP
Makes a lot of sense And then Lee as you look through the line items different elements of cost of goods what do you see as kind of the biggest opportunities to provide an offset to the inflationary pressures on the cost side aside from the pricing,2,47,1,0.0,0.0,0.0,0.02127659574468085,0.0,2.7503615710000004,21.31,5949.6285,6,0.146038649,1.14133,2008-Jul-24,FLIR
Okay And then just briefly on expenses in {DATE} it looks like excluding the UK charge G&A dropped Or actually it was lighter than what I expected What are the trends there and I think you mentioned marketing How sustainable would cost control be in G&A,6,46,1,0.0,0.0,0.0,0.0,0.021739130434782608,1.332424263,21.31,20892.0496,10,0.219878856,4.86155,2008-Jul-24,BDX
Do you go to the TRICARE contractors Could you go to DoD Could this be expanded to something kind of more macro for you Or is it going to be base by base forever,4,34,1,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,1.332424263,21.31,20892.0496,10,0.219878856,4.86155,2008-Jul-24,BDX
Great On the debt retirement Chris by our estimates you should get to that {PERCENT} range debt to capital ex ASCI by {DATE} Would that Does that mean that debt retirement should pretty much be complete by {DATE},3,38,1,0.0,0.0,0.0,0.02631578947368421,0.0,1.393985648,21.31,25429.09707,11,0.743092531,0.35208,2008-Jul-24,ALL
Okay And with the {CARDINAL} basis point decline that we are seeing maybe more than that over {DATE} are you seeing that yet in expectations and pricing on assets Or is it more anticipated,4,34,1,0.0,0.029411764705882353,0.058823529411764705,0.0,0.029411764705882353,1.393985648,21.31,25429.09707,11,0.743092531,0.35208,2008-Jul-24,ALL
Thank you Spencer I 'm curious what impact lower gas prices have on the mind set of the storage consumer Have you seen any changes in your customers decision making patterns and have you made any specific operational adjustments as the price of gas has come down,3,47,1,0.0,0.0,0.0,0.0,0.0,1.393985648,21.31,25429.09707,11,0.743092531,0.35208,2008-Jul-24,ALL
Great If I could ask just {CARDINAL} followup when you think about capital I know you mentioned {DATE} buyback as a good run rate and if I run it through the model that seems to be that you guys are going to continue to be accreting capital and you 're about to enter your first year as a CCAR bank I guess the question I have is are you changing at all the way you 're thinking about your appetite to use your capital in a more strategic way I know historically you guys have done a lot of small deals and grown the business over time but is your appetite for some small asset acquisitions increasing at this point given your desire to leverage on the excess capital,7,129,1,0.0,0.007751937984496124,0.015503875968992248,0.015503875968992248,0.007751937984496124,2.299381465,21.31,39960.12284,12,0.782258687,13.16284,2008-Jul-24,UNP
Okay Kevin can you just give us a sense for what those provisioning times look like {DATE} versus {DATE} {DATE},1,20,1,0.0,0.0,0.0,0.0,0.0,2.823126282,21.31,7746.68103,6,0.34855819,3.47852,2008-Jul-24,WDC
Is there any opportunity to consolidate more acreage out there or is it pretty tough,1,15,1,0.0,0.0,0.0,0.06666666666666667,0.0,3.636580587,21.31,10778.18247,12,0.163838235,1.05371,2008-Jul-24,WYNN
Bill it looks like that international sales grew {PERCENT} {CARDINAL} versus {CARDINAL} given that you went from {PERCENT} What 's the growth rate for {CARDINAL} that you have embedded in your sales forecast for international,2,35,1,0.0,0.0,0.0,0.0,0.0,3.393217944,21.31,8351.96076,4,0.301969949,1.51297,2008-Jul-24,RRC
And is kind of excess cash to do deals and also through averaging up {MONEY} even with the Cooke Bieler deal closed,1,22,1,0.0,0.0,0.0,0.0,0.045454545454545456,1.797003396,21.31,3011.11173,3,0.494987141,1.86316,2008-Jul-24,SNA
But I mean did you guys receive a benefit just from running your plants at a higher utilization that debt was quantifiable,1,22,1,0.0,0.0,0.0,0.045454545454545456,0.0,2.710287647,23.44,1654.88103,12,0.249278335,0.51799,2008-Jul-25,NFLX
I 'm sorry could you expand a little bit on the new connects,1,13,1,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,2.710287647,23.44,1654.88103,12,0.249278335,0.51799,2008-Jul-25,NFLX
Okay And then you 'll be announcing that,2,8,1,0.0,0.0,0.0,0.0,0.0,2.462982677,23.44,5995.401220000002,12,0.224289955,0.0,2008-Jul-25,RSG
When you take a look at {DATE} maybe you could give us a feel for in total what you are doing internally that can keep earnings on an up trend and given assuming foreign currency holds where it is now what type of volume or market demand back drop would you need to see to keep your earnings on the positive trend in {DATE} versus {DATE} Is there enough there internally and what may be new product wins that could off set the foreign currency and some other negative that you have,2,92,1,0.0,0.043478260869565216,0.05434782608695652,0.010869565217391304,0.010869565217391304,4.404773825,23.44,5317.22718,11,0.886667227,0.6784100000000001,2008-Jul-25,LM
Thank you The second question in terms of the variable annuities if we think about the lower base of assets and so we will have lower fees in {DATE} we are also having lower sales I am just wondering in terms of the actual cash flow or statutory earnings how does that change what is the delta there for {CARDINAL} versus {CARDINAL},3,62,1,0.0,0.0,0.016129032258064516,0.0,0.016129032258064516,1.6598315680000002,23.44,5060.4793,5,0.489414481,0.0,2008-Jul-25,EMN
The question on Gulfstream kind of a follow up to Cai 's Even within the large cabin mix the {CARDINAL} versus {CARDINAL} is n't the mix in {DATE} more favorable within the large cabin toward the {CARDINAL} in {DATE},2,39,1,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,2.5773186530000003,22.91,20359.46837,11,0.145735192,0.51961,2008-Jul-28,SPG
Okay So have you received any orders though,2,8,1,0.0,0.0,0.0,0.0,0.0,2.693694089,22.91,4626.76725,1,0.803099441,3.92029,2008-Jul-28,TSN
But so it would be realistic for me to assume or for us to assume rather that there will be {MONEY} plus the {CARDINAL} asset that has already sold {DATE} because of those {MONEY} are already under contract right,1,39,1,0.0,0.0,0.05128205128205128,0.0,0.0,1.896888727,22.91,56993.44,10,0.363488475,2.2024,2008-Jul-28,AMGN
Just on the industry M&A just thinking are you seeing any evidence that people are more motivated by doing deals maybe in the second {CARDINAL} based on the thought that taxes will be impacting them in the future I mean do you expect maybe more motivated sellers and maybe a pickup in M&A,2,53,1,0.0,0.05660377358490566,0.05660377358490566,0.0,0.0,1.4206573059999998,24.23,2832.73865,10,0.57863375,3.71216,2008-Jul-29,UHS
Okay But am I right I guess let me just think about is the historical range anywhere from I always thought it was {PERCENT} of the total profits to {PERCENT} of the total profits of that business would be value added Is that the would that be a right range,5,50,1,0.02,0.0,0.0,0.0,0.0,2.513460796,24.23,18335.12112,11,0.701800958,1.50058,2008-Jul-29,HIG
Just timing on that as far as hearing from you guys on that will that be in {DATE} call Or could that come before What are you guys thinking,3,29,1,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,2.823341389,24.23,2498.41952,9,0.111655731,1.5538,2008-Jul-29,HBI
And the buyback How should we what should we read into that,2,12,1,0.0,0.0,0.0,0.0,0.0,2.823341389,24.23,2498.41952,9,0.111655731,1.5538,2008-Jul-29,HBI
Thank you very much Kelcey I think you talked about the packaged gas trends And I was n't sure if you could give a little bit more color between Germany and what 's going on in southern Italy Was it uniform erosion or was it better in the North than the South,4,52,1,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,2.823341389,24.23,2498.41952,9,0.111655731,1.5538,2008-Jul-29,HBI
Thank you You talked about the pricing efforts anniversarying {DATE} putting some pressure on the growth rate When you think of the long term revenue framework of {PERCENT} nonmortgage growth how many points of that are you expecting to come from future pricing initiatives on an {DATE} basis,3,48,1,0.0,0.0,0.0,0.0,0.0,2.823341389,24.23,2498.41952,9,0.111655731,1.5538,2008-Jul-29,HBI
Good {TIME} guys Thanks for taking the question Nick I guess with your defense exposure you 're clearly not as exposed as some of the other players in the space but how are you guys going to handle the impact of sequestration when you give your {CARDINAL} outlook,3,48,1,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.041666666666666664,2.2127549980000003,22.03,16477.02791,6,0.8022962779999999,7.69105,2008-Jul-30,SYMC
Okay You talked about {DATE} being a big surprise How much of that is market related and how much of that is Stryker related,3,24,1,0.0,0.0,0.0,0.0,0.0,2.097277167,22.03,39489.16496,7,1.243783464,0.86314,2008-Jul-30,CMCSA
And I think you also mentioned Dominic that hospital inventory levels were down I would say again because I thought we would be through most of that process Is there much more to go there or is that actually something encouraging for {DATE},2,43,1,0.0,0.0,0.0,0.023255813953488372,0.0,2.271808615,21.21,4859.595,3,0.31382506,0.49147,2008-Jul-31,NWL
Good {TIME} This is Brian Zimmerman in for Matt With the rebasing in mind can you talk a little bit about what levers you could pull to mitigate some of the potential cuts on the cost side,3,37,1,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.0,3.070358363,23.49,6772.0543,4,0.743053477,0.30878,2008-Aug-05,PXD
So you have n't been able to do a survey of pricing or anything like that,1,16,1,0.0,0.0,0.0,0.0625,0.0,3.070358363,23.49,6772.0543,4,0.743053477,0.30878,2008-Aug-05,PXD
And is it safe to say that the guidance implies a strengthening commercial aftermarket as we go through the year Your commentary on {DATE} seem to imply that things strength and as we go through {DATE} How do you see that cadence playing out,3,44,1,0.0,0.0,0.0,0.045454545454545456,0.0,3.070358363,23.49,6772.0543,4,0.743053477,0.30878,2008-Aug-05,PXD
Nice results guys Question on store volumes so in the press release and do the math the stores are doing {MONEY} a box If you just look at your mature store base which I 'm presuming is a bit higher than that is there a significant spread between some of the better performing stores and the lower performing stores,3,59,1,0.0,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,1.33587564,21.14,13754.4715,8,0.765226172,0.33333,2008-Aug-06,PCG
Thanks for that And just {CARDINAL} follow up With option revenues reaching {PERCENT} in {DATE} what do you think that can go up in {DATE} particularly as your mix of closings changes,3,32,1,0.0,0.0,0.0,0.0,0.03125,2.250442567,21.14,15009.7572,11,0.567849516,1.65215,2008-Aug-06,MMC
Okay But you 're not considering starting to plan off of a lower number to just have a bit more comfort that you can hit this number Or is that at this stage not saying that by the sound of it,3,41,1,0.0,0.0,0.0,0.0,0.0,2.250442567,21.14,15009.7572,11,0.567849516,1.65215,2008-Aug-06,MMC
Okay great Thanks Sandeep That 's good color Then staying with street retail are you getting more retailers asking you about going to street locations Is that a rising sort of desire by the retailers out there,5,37,1,0.0,0.0,0.0,0.05405405405405406,0.0,2.526573728,21.14,6474.4671,6,0.182649554,3.40424,2008-Aug-06,VRSN
Is that something market related do you think Are you still gaining market share in those markets,2,17,1,0.0,0.0,0.0,0.058823529411764705,0.0,2.526573728,21.14,6474.4671,6,0.182649554,3.40424,2008-Aug-06,VRSN
Understood And then shifting gears to packaged gases as you look at the {DATE} volume results for {DATE} and {DATE} do you see any nascent signs of an early cyclical pick up there or would it be premature to say that at this juncture,2,44,1,0.0,0.0,0.0,0.0,0.022727272727272728,2.583023741,21.14,6436.41096,11,0.350751737,1.7192,2008-Aug-06,VTR
Thanks for that And just your thoughts on development plans for your Northeast portion of the Marcellus and your thoughts on the quality of that acreage relative to what you 're developing now,2,33,1,0.0,0.0,0.0,0.0,0.0,1.347257544,21.14,5091.39015,8,0.736672215,7.0560800000000015,2008-Aug-06,CNP
Got it Then in terms of spec homes you have a stated goal I think of getting to {PERCENT} of the homes under construction being expected It was {PERCENT} {DATE} You have n't made a lot of progress I assume there are more optimistic goals going into {DATE} When will we start to see some dramatic progress towards that goal Not dramatic but material progress towards that goal Do you expect {DATE} or is it a multi year process,8,79,1,0.0,0.0,0.012658227848101266,0.05063291139240506,0.0,1.347257544,21.14,5091.39015,8,0.736672215,7.0560800000000015,2008-Aug-06,CNP
I got that part Peter but would you expect a similar trajectory over the course of {DATE} in a way and also the {PERCENT} where do you think that goes,1,30,1,0.0,0.0,0.0,0.0,0.0,2.282688876,20.23,18122.52309,8,0.446938725,0.38425,2008-Aug-07,WMB
Do you think some of the wells that you 're drilling could actually be exempt similar to what 's done in say Oklahoma and Texas,1,25,1,0.0,0.04,0.04,0.0,0.0,3.270621859,20.66,13539.62592,12,0.176004379,0.53888,2008-Aug-11,FLR
So just to clarify you are strongly committed to investment grade ratings And would you do what 's necessary to maintain those,2,22,1,0.045454545454545456,0.0,0.0,0.0,0.0,3.270621859,20.66,13539.62592,12,0.176004379,0.53888,2008-Aug-11,FLR
Yes I mean obviously there is a lot of passion for sports and basketball in particular in China Just curious what your thoughts are on that as a market opportunity,2,30,1,0.0,0.0,0.0,0.03333333333333333,0.0,1.555077644,20.66,17941.02719,9,0.238774797,3.3542,2008-Aug-11,SYY
Okay but in raising your guidance you 've taken all of that into account etc,1,15,1,0.0,0.0,0.0,0.0,0.0,2.136165943,21.17,8602.422840000001,6,0.205615622,0.26048000000000004,2008-Aug-13,NTAP
So is {CARDINAL} {PERCENT} in the cards then at some point,1,11,1,0.0,0.0,0.0,0.0,0.0,2.952479192,21.55,5691.96825,9,0.17716899100000005,2.60202,2008-Aug-14,URBN
Okay My follow up is unrelated But relative to consolidation opportunities in North America and it seems like in this up cycle we 're muted on margin expansion through competition particularly in pressure pumping But what is your appetite You mentioned {DATE} for some people to see a choke point So what is your appetite for consolidation for the sake of consolidation versus for technology gains North America specifically,6,69,1,0.0,0.0,0.014492753623188406,0.028985507246376812,0.0,3.171885599,21.55,14596.947569999998,9,0.450214381,2.84071,2008-Aug-14,KSS
And just to follow up on that the new product activity I guess the briefs that IFF is one that are launched that really is the best I guess most and that 's the biggest way IFF has gained market share right Is actually by launching those new briefs,3,49,1,0.02040816326530612,0.0,0.0,0.04081632653061224,0.0,3.171885599,21.55,14596.947569999998,9,0.450214381,2.84071,2008-Aug-14,KSS
So on a profitability level on a return level in terms of investment would these newer businesses get up on par with what you guys have done on the uniform rental business,1,32,1,0.0,0.0,0.0,0.03125,0.0,3.252355028,21.55,6439.761,9,0.12986483599999998,0.77325,2008-Aug-14,JWN
Okay And then just Dave as you talk about cadence in {DATE} you 've {DATE} in but clearly based on your guidance more revenue in Can you walk a little bit through the mechanics of that,3,36,1,0.027777777777777776,0.0,0.0,0.0,0.0,1.425171635,20.98,109992.1186,6,0.291952528,2.92235,2008-Aug-19,HPQ
More a strategic question for Moshe Your foundries Samsung and UMC are they strategic partners or are you going to hold with them for the next node beyond Are you considering using perhaps DSMC What 's the foundry strategy going forward,5,41,1,0.0,0.024390243902439025,0.024390243902439025,0.0,0.024390243902439025,2.040025933,21.28,5045.52916,9,0.268502246,0.38519,2008-Aug-20,ROST
Got it With the levels you have does that increase You guys have always been pretty active on the M&A front prudently but active does it increase your appetite at all just knowing you have that the kind of cash that you on the balance sheet to go out and do something,3,52,1,0.019230769230769232,0.0,0.0,0.0,0.0,2.988795865,20.42,1853.22235,1,0.544735348,0.96014,2008-Aug-21,PVH
And regulators customers Bob,1,4,1,0.0,0.0,0.0,0.0,0.0,1.881039854,20.42,9784.458,6,0.235117887,0.11363,2008-Aug-21,INTU
My understanding is that you elected to take Maytag out of Best Buy I 'm just wondering if there 's any major changes going on in terms brand strategy with Maytag Is there a market share delta there that we should be talking about,3,44,1,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,1.881039854,20.42,9784.458,6,0.235117887,0.11363,2008-Aug-21,INTU
Hi thanks a lot Good {TIME} Just maybe a follow up to Brian 's question on the PFS AUM It looks like it only went up {PERCENT} and other AUM and AUC went up like mostly {PERCENT} So is all of that difference due to that {CARDINAL} client moving over to Institutional or are there other factors as well that we should think about Aside from that did you have inflows to PFS,6,73,1,0.0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,3.266511257,19.82,2365.28288,9,1.080979299,2.02117,2008-Aug-22,FL
Just wanted to ask a question on condensed There have been some issues I think with excess capacity on the private label side in that business I am just wondering when you think about that in the context of the price increases that you are taking for {DATE} are you at all concerned that the price gaps in that part of the business are going to widen in {DATE},3,69,1,0.0,0.0,0.0,0.0,0.028985507246376812,3.266511257,19.82,2365.28288,9,1.080979299,2.02117,2008-Aug-22,FL
Then just {CARDINAL} quick question for Mike You 're guiding first quarter operating profit to drop what {PERCENT} Is the increase in the incentive comp is that the key reason for that decline,3,33,1,0.0,0.0,0.0,0.0,0.06060606060606061,3.266511257,19.82,2365.28288,9,1.080979299,2.02117,2008-Aug-22,FL
And the premium audits have been trending in which direction recently,1,11,1,0.0,0.0,0.0,0.0,0.0,2.85065919,21.99,17612.4608,9,0.338964703,0.27733,2008-Sep-03,SPLS
